activity_id,account_id,contact_id,opportunity_id,activity_type,activity_dt,subject,note,campaign_id
ACT-8RDCA643O7,ACC-HG0U9IR6,CON-Q09WVMKB,OPP-VJ6QPDI1,note,2025-10-26T12:37:15,Pricing,Exec sponsor requested summary.,
ACT-68UYSFQV80,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,meeting,2024-04-19T09:45:48,Pilot Discussion,Reviewed pricing.,
ACT-4YCVN6CKNY,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,email,2024-04-19T05:23:55,Procurement,Shared SOC2.,
ACT-2CQO5W3L28,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,meeting,2024-05-01T16:38:13,Pilot Discussion,Legal concerns.,
ACT-CI5JE5VW7N,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,email,2024-05-01T07:16:26,Discovery Call,Aligned pilot scope.,
ACT-FQXMRLR2P0,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,call,2024-05-17T21:35:52,Pilot Discussion,Shared SOC2.,CAM-0Z21MD
ACT-RD8KTOK769,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,email,2024-04-16T19:17:21,Pilot Discussion,Reviewed pricing.,
ACT-LRE1T5THEW,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,meeting,2024-04-25T10:56:04,Executive Sync,Reviewed pricing.,
ACT-P6JWKR821N,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,call,2024-05-16T07:10:15,Pilot Discussion,Discussed ROI.,
ACT-C52PUO7L49,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,call,2024-05-21T00:08:22,Pilot Discussion,Shared SOC2.,CAM-A41GZH
ACT-WM710HFV88,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,email,2024-05-12T05:42:35,Follow-up,Legal concerns.,
ACT-Z2AYSUB1KX,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,meeting,2024-04-24T07:39:32,Follow-up,Reviewed pricing.,
ACT-DJL1GQY8VB,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,call,2024-05-24T20:36:45,Security Review,Reviewed pricing.,CAM-TV5XZ7
ACT-UCQ2SPPK4X,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,call,2024-05-06T03:07:03,Discovery Call,Reviewed pricing.,
ACT-YEIUQRU7UN,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,email,2024-04-26T21:37:08,Pilot Discussion,Reviewed pricing.,
ACT-R6WZQ8IJCB,ACC-ZWYVPMBI,CON-GQPEOV7P,OPP-R1FWMYKY,call,2024-05-23T05:40:33,Pricing,Exec sponsor requested summary.,CAM-UJ215T
ACT-IGHWH9DFCA,ACC-T28OX7ST,CON-PHFOXOOD,OPP-WNQ3URA8,email,2025-10-28T23:26:58,Executive Sync,Reviewed pricing.,CAM-UT8GPV
ACT-4KK8V2W9HQ,ACC-T28OX7ST,CON-PHFOXOOD,OPP-WNQ3URA8,call,2025-12-05T02:05:57,Follow-up,Exec sponsor requested summary.,CAM-001359
ACT-FWA5J96Y8U,ACC-T28OX7ST,CON-PHFOXOOD,OPP-WNQ3URA8,call,2025-11-12T06:28:09,Pricing,Reviewed pricing.,
ACT-ECTMXH4QH5,ACC-T28OX7ST,CON-PHFOXOOD,OPP-WNQ3URA8,call,2025-10-31T21:34:57,Pilot Discussion,Exec sponsor requested summary.,CAM-3OE29F
ACT-4V9PAWPDQM,ACC-T28OX7ST,CON-PHFOXOOD,OPP-WNQ3URA8,email,2025-10-14T08:02:26,Follow-up,Exec sponsor requested summary.,
ACT-3S6TRYBBK2,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,meeting,2025-02-02T13:36:21,Demo,Exec sponsor requested summary.,
ACT-OAMUSKWH1N,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,call,2025-07-10T13:59:35,Demo,Legal concerns.,
ACT-83XDQV5LVO,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,email,2025-06-08T15:55:36,Procurement,Aligned pilot scope.,
ACT-F0NE8J9QNR,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,email,2025-05-03T08:02:51,Pilot Discussion,Shared SOC2.,
ACT-8VN5C6DSA0,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,email,2025-06-24T08:02:34,Follow-up,Aligned pilot scope.,
ACT-R4EELL3ZWM,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,email,2025-06-19T07:51:35,Discovery Call,Legal concerns.,CAM-4LBNWC
ACT-6EYSL41OIP,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,meeting,2025-05-31T21:33:18,Executive Sync,Shared SOC2.,
ACT-ZL79PWNI10,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,note,2025-09-23T09:52:00,Pricing,Aligned pilot scope.,CAM-7JLTJI
ACT-2L9PAZUF7U,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,call,2025-09-12T08:48:16,Pricing,Reviewed pricing.,
ACT-7579Z8NE8N,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,call,2025-01-21T06:45:57,Follow-up,Legal concerns.,
ACT-MNRX0JQOI4,ACC-4OCUNSM3,CON-FYMFTVU5,OPP-8KN4KJNW,email,2025-01-15T18:24:25,Pricing,Aligned pilot scope.,
ACT-PPV1Q3U66Q,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,meeting,2023-03-17T07:31:29,Pilot Discussion,Shared SOC2.,
ACT-JZ9NNH2X4B,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,call,2023-03-28T02:26:36,Procurement,Exec sponsor requested summary.,
ACT-07WANU9K5S,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,email,2023-03-18T18:50:18,Discovery Call,Exec sponsor requested summary.,
ACT-JAVBOPNF6A,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,meeting,2023-04-07T09:14:47,Follow-up,Discussed ROI.,
ACT-W37F7X1QIC,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,email,2023-04-07T06:48:12,Procurement,Shared SOC2.,
ACT-Q2M2A3HX4V,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,email,2023-03-14T21:28:42,Pricing,Exec sponsor requested summary.,
ACT-VP095WD8PM,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,call,2023-04-06T07:53:19,Demo,Shared SOC2.,CAM-7P33GN
ACT-KBR9B6DG06,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,call,2023-04-05T10:10:21,Follow-up,Reviewed pricing.,
ACT-IZTL0A24N7,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,note,2023-04-13T01:42:10,Security Review,Legal concerns.,
ACT-HF35XEXKQB,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,meeting,2023-04-13T22:54:54,Pricing,Aligned pilot scope.,CAM-QZ28LV
ACT-V0GGOSEEEG,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,email,2023-04-13T03:41:43,Executive Sync,Reviewed pricing.,CAM-J8SD8T
ACT-28QAMGE8E6,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,note,2023-03-15T12:03:57,Executive Sync,Shared SOC2.,
ACT-CSQC9D18RD,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,email,2023-03-08T20:25:25,Procurement,Exec sponsor requested summary.,CAM-TB0LA2
ACT-624V8WVJ9E,ACC-O6D8OPG8,CON-TYDWNAJF,OPP-F9LHT8TP,call,2023-03-31T23:51:41,Procurement,Shared SOC2.,CAM-3P5UH4
ACT-JK0OUET20R,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,email,2025-05-27T19:29:49,Security Review,Shared SOC2.,CAM-Y3S6EP
ACT-PFI5PZAI00,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,call,2025-05-09T20:33:58,Procurement,Aligned pilot scope.,CAM-4G66DN
ACT-G946YH7Z63,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,meeting,2025-03-19T09:39:00,Executive Sync,Aligned pilot scope.,
ACT-K53KNBAV81,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,call,2024-09-11T06:31:23,Security Review,Legal concerns.,
ACT-XAREDTM6DT,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,note,2025-05-24T07:56:39,Follow-up,Reviewed pricing.,
ACT-6E42NCTKNA,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,call,2025-07-02T14:35:26,Pricing,Exec sponsor requested summary.,
ACT-E4JFBJLVHQ,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,call,2025-10-20T07:36:30,Follow-up,Legal concerns.,
ACT-LGYNYZ6UZ7,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,call,2025-03-23T18:10:17,Pilot Discussion,Discussed ROI.,
ACT-9MZAEQZ7VH,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,meeting,2024-08-07T14:09:17,Security Review,Discussed ROI.,
ACT-GGFFG6A31X,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,email,2024-11-29T11:47:17,Discovery Call,Reviewed pricing.,
ACT-7Z3V6XMSRH,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,note,2025-01-02T03:16:32,Procurement,Discussed ROI.,
ACT-G0LW1RHCI2,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,meeting,2024-11-20T23:10:50,Procurement,Legal concerns.,
ACT-FTWWVKBA0N,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,meeting,2025-10-08T20:44:48,Pricing,Shared SOC2.,
ACT-GN6DAEUMM9,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,call,2025-03-20T17:45:32,Executive Sync,Discussed ROI.,
ACT-BCB4TSYV57,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,call,2025-08-26T18:26:27,Pilot Discussion,Legal concerns.,
ACT-WNTIVN8QY0,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,call,2025-08-27T06:43:19,Follow-up,Reviewed pricing.,
ACT-UCKXS5ENVP,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,note,2025-01-03T15:27:04,Security Review,Reviewed pricing.,CAM-XUZIA3
ACT-H69NKWMZFQ,ACC-XPI5QP9U,CON-WTYWBLNV,OPP-9S9MD8FW,meeting,2025-09-16T06:20:41,Follow-up,Shared SOC2.,
ACT-PDMYXLHVRW,ACC-5S9ZORNK,CON-6OHDFODJ,OPP-6FELW1MR,call,2025-07-07T03:39:45,Follow-up,Aligned pilot scope.,
ACT-SL7TUWYPYU,ACC-5S9ZORNK,CON-6OHDFODJ,OPP-6FELW1MR,meeting,2024-09-05T10:35:49,Procurement,Shared SOC2.,CAM-FL163Z
ACT-KD3PSB3BHO,ACC-5S9ZORNK,CON-6OHDFODJ,OPP-6FELW1MR,call,2025-09-18T10:01:59,Pilot Discussion,Aligned pilot scope.,
ACT-LRNM0D8M9R,ACC-5S9ZORNK,CON-6OHDFODJ,OPP-6FELW1MR,email,2025-05-15T20:38:26,Security Review,Reviewed pricing.,CAM-AC7GLV
ACT-9XLTK39UQ6,ACC-5S9ZORNK,CON-6OHDFODJ,OPP-6FELW1MR,note,2025-08-13T12:17:10,Demo,Discussed ROI.,
ACT-0V30YZIATY,ACC-5S9ZORNK,CON-6OHDFODJ,OPP-6FELW1MR,meeting,2024-10-02T21:45:08,Discovery Call,Shared SOC2.,CAM-QVT7HI
ACT-L7JEQJWRMW,ACC-5S9ZORNK,CON-6OHDFODJ,OPP-6FELW1MR,meeting,2024-09-30T16:42:45,Discovery Call,Shared SOC2.,
ACT-KL2VQ8G6JD,ACC-5TS15M9L,CON-FVU5VQSJ,OPP-8TKCEU4G,email,2025-07-26T18:14:47,Pricing,Legal concerns.,
ACT-X2JSXLW442,ACC-5TS15M9L,CON-FVU5VQSJ,OPP-8TKCEU4G,call,2025-10-07T03:39:05,Executive Sync,Discussed ROI.,CAM-4TGHJF
ACT-PSOTFE2CO0,ACC-5TS15M9L,CON-FVU5VQSJ,OPP-8TKCEU4G,email,2025-07-07T07:13:10,Discovery Call,Reviewed pricing.,CAM-VCGIS9
ACT-3DHXXUFXA7,ACC-5TS15M9L,CON-FVU5VQSJ,OPP-8TKCEU4G,email,2025-01-23T20:53:32,Demo,Reviewed pricing.,CAM-Y1WGTU
ACT-TYDW00PNV5,ACC-5TS15M9L,CON-FVU5VQSJ,OPP-8TKCEU4G,call,2025-07-17T15:22:40,Pricing,Reviewed pricing.,
ACT-2KG8KK5GOP,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,call,2024-12-07T17:11:35,Pricing,Discussed ROI.,CAM-2X3XMV
ACT-DPMBHU12JS,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,email,2024-10-29T14:39:43,Executive Sync,Shared SOC2.,
ACT-SV36EWMQJV,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,meeting,2025-07-12T06:49:25,Pilot Discussion,Aligned pilot scope.,
ACT-E1QYPN6IVH,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,meeting,2025-09-18T00:06:46,Pilot Discussion,Aligned pilot scope.,
ACT-VMEPMNGPV5,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,call,2025-08-30T03:17:53,Demo,Legal concerns.,
ACT-QXOSGS7JEX,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,email,2024-11-04T19:17:01,Pilot Discussion,Aligned pilot scope.,
ACT-IQA0EG5MIL,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,email,2025-03-19T18:58:57,Follow-up,Discussed ROI.,
ACT-452WB3Y8PL,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,email,2025-01-12T06:23:27,Follow-up,Discussed ROI.,
ACT-629299LRC7,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,email,2025-01-20T04:05:01,Security Review,Aligned pilot scope.,
ACT-YR0MMMUEUZ,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,call,2025-09-15T15:41:38,Pricing,Legal concerns.,
ACT-TLVINNTKI6,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,meeting,2024-12-20T23:23:08,Procurement,Legal concerns.,CAM-6J2VUC
ACT-XP8O6OJQVS,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,email,2024-10-15T09:09:51,Pricing,Shared SOC2.,CAM-KHBL36
ACT-VO3JHSXPGK,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,email,2025-05-16T03:41:42,Executive Sync,Discussed ROI.,
ACT-3RDLG2WYJG,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,meeting,2024-12-22T01:43:18,Follow-up,Shared SOC2.,
ACT-UOBMODUXJ9,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,meeting,2024-12-17T15:29:52,Pilot Discussion,Reviewed pricing.,CAM-6AN347
ACT-Q0XFKNZA9F,ACC-WBQXYDW3,CON-YFDZFF2E,OPP-V1VQGYHZ,meeting,2024-09-27T22:42:20,Demo,Reviewed pricing.,
ACT-GYHVI53ZQL,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,email,2024-08-02T11:49:37,Demo,Aligned pilot scope.,
ACT-9ASGR2UVZH,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,email,2024-08-16T20:26:50,Discovery Call,Discussed ROI.,
ACT-BZXBNBVS86,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,email,2024-08-07T10:49:37,Pilot Discussion,Reviewed pricing.,
ACT-URMX0FIGJG,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,call,2024-08-12T19:14:07,Security Review,Exec sponsor requested summary.,
ACT-5MMGR7I78G,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,call,2024-07-18T15:28:22,Executive Sync,Shared SOC2.,
ACT-0SC3XYAULU,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,note,2024-07-22T11:13:00,Security Review,Aligned pilot scope.,CAM-YZP9XQ
ACT-CRG7VGR1EU,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,call,2024-07-18T00:30:56,Demo,Discussed ROI.,CAM-K8UEHO
ACT-RNWAAPHNB0,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,email,2024-08-07T09:13:44,Discovery Call,Aligned pilot scope.,
ACT-ICW5O9NS6O,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,note,2024-08-15T10:48:47,Follow-up,Shared SOC2.,CAM-6A6N8U
ACT-J56DI49FQ0,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,email,2024-07-27T07:16:25,Procurement,Reviewed pricing.,
ACT-4DSXLI6BTF,ACC-W3V88F6R,CON-17PU70JY,OPP-97YZJGMM,call,2024-07-27T18:16:30,Follow-up,Exec sponsor requested summary.,
ACT-32N08KS1QH,ACC-GV034CG7,CON-2SICHGZR,OPP-VLY63VAD,call,2025-06-03T09:41:47,Security Review,Exec sponsor requested summary.,
ACT-TXM9FKQT8N,ACC-GV034CG7,CON-2SICHGZR,OPP-VLY63VAD,call,2025-05-12T17:46:57,Pilot Discussion,Reviewed pricing.,
ACT-GGD60XU90B,ACC-GV034CG7,CON-2SICHGZR,OPP-VLY63VAD,call,2025-05-26T09:37:46,Discovery Call,Reviewed pricing.,
ACT-RMENEXFJIR,ACC-GV034CG7,CON-2SICHGZR,OPP-VLY63VAD,call,2025-05-08T07:55:32,Security Review,Exec sponsor requested summary.,
ACT-ZO1QBLJIVP,ACC-GV034CG7,CON-2SICHGZR,OPP-VLY63VAD,call,2025-05-19T18:41:56,Security Review,Exec sponsor requested summary.,
ACT-5DRQARITN0,ACC-GV034CG7,CON-2SICHGZR,OPP-VLY63VAD,note,2025-05-05T22:26:17,Executive Sync,Shared SOC2.,
ACT-RD3JI8O1BV,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,email,2025-10-16T04:16:06,Pricing,Exec sponsor requested summary.,CAM-5RDBPD
ACT-SQPRKI0JEA,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,note,2025-10-05T08:59:18,Follow-up,Reviewed pricing.,CAM-IY7BD2
ACT-AD8USF0P68,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,call,2025-10-12T05:32:03,Security Review,Legal concerns.,CAM-PW8ERA
ACT-C8276FPXFL,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,meeting,2025-10-03T19:03:11,Executive Sync,Exec sponsor requested summary.,
ACT-31W61DFAEV,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,note,2025-10-26T15:39:20,Follow-up,Shared SOC2.,
ACT-AA5TZ9DASM,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,call,2025-10-30T02:43:59,Follow-up,Reviewed pricing.,
ACT-R0QKSGHZWA,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,meeting,2025-10-09T01:44:02,Security Review,Shared SOC2.,
ACT-LT9CGC2CA6,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,call,2025-10-07T15:12:30,Discovery Call,Shared SOC2.,
ACT-HRL8OBUR3Z,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,call,2025-10-15T15:54:31,Pricing,Discussed ROI.,
ACT-JMFEMVGDMA,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,meeting,2025-11-05T19:41:15,Discovery Call,Reviewed pricing.,
ACT-LZZKT85KLH,ACC-MA98SM6K,CON-YPHUW9DD,OPP-5MS5O9OS,call,2025-11-04T17:45:54,Demo,Aligned pilot scope.,
ACT-LQDLDV3WOS,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,email,2023-11-18T00:22:55,Discovery Call,Exec sponsor requested summary.,
ACT-9USMGNW5P8,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,meeting,2023-11-03T14:42:28,Discovery Call,Legal concerns.,
ACT-J6SHHEDYIV,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,call,2023-11-27T16:57:45,Executive Sync,Shared SOC2.,CAM-4866O9
ACT-AFEIC7BZMS,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,call,2023-11-24T18:48:34,Executive Sync,Exec sponsor requested summary.,
ACT-M4ACPEN5O4,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,call,2023-11-07T14:28:57,Security Review,Aligned pilot scope.,
ACT-V0LFRJOLS7,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,meeting,2023-11-15T17:15:22,Demo,Shared SOC2.,
ACT-ZQ4EXGP0LF,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,note,2023-11-05T01:56:16,Discovery Call,Discussed ROI.,
ACT-WBUCPM6QVL,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,meeting,2023-11-11T16:23:02,Procurement,Legal concerns.,CAM-7TF2RL
ACT-ZYB0KNNFFO,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,meeting,2023-11-08T00:13:23,Pricing,Exec sponsor requested summary.,
ACT-KXPJSDQJ3T,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,email,2023-11-24T08:49:28,Discovery Call,Shared SOC2.,CAM-O8WNGU
ACT-2TQLX2P4XE,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,call,2023-11-18T01:48:04,Demo,Discussed ROI.,
ACT-JSHTF4TY42,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,email,2023-11-20T00:19:09,Security Review,Shared SOC2.,
ACT-NS0ZD7L784,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,call,2023-11-20T06:50:41,Follow-up,Aligned pilot scope.,
ACT-7VVU4UMRO9,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,meeting,2023-11-26T12:41:23,Follow-up,Reviewed pricing.,
ACT-4AXNUZEJSN,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,email,2023-11-11T02:17:48,Procurement,Exec sponsor requested summary.,
ACT-5PPZ1KZH4Z,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,call,2023-11-27T08:33:14,Demo,Aligned pilot scope.,CAM-CGDKKU
ACT-BR1UAYG7B3,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,call,2023-11-12T10:47:22,Procurement,Exec sponsor requested summary.,CAM-TZR3MZ
ACT-COXLINU06R,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,meeting,2023-11-16T04:49:31,Executive Sync,Exec sponsor requested summary.,CAM-ITFR25
ACT-PCT31VXS9K,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,email,2023-11-22T12:24:24,Executive Sync,Reviewed pricing.,CAM-5C6W3Z
ACT-H069T5GZNZ,ACC-7THE04Q0,CON-4YQV49F0,OPP-Z5XW64GG,email,2023-11-04T23:19:39,Procurement,Aligned pilot scope.,
ACT-OMI61DNDO5,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,meeting,2025-07-14T01:45:02,Demo,Legal concerns.,CAM-JABXJ0
ACT-1PSEQIBQL3,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,call,2025-07-09T20:29:20,Procurement,Discussed ROI.,
ACT-HGYVLJA9FW,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,email,2025-05-02T06:54:15,Procurement,Discussed ROI.,
ACT-WGAGT7EWMS,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,email,2023-08-31T08:25:09,Demo,Discussed ROI.,
ACT-WTH4LVV6AH,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,call,2023-07-23T04:49:15,Demo,Exec sponsor requested summary.,
ACT-0IXFDSNQBQ,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,email,2025-01-21T02:49:41,Executive Sync,Aligned pilot scope.,
ACT-8IHBJYEEUG,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,note,2023-07-17T05:57:50,Pilot Discussion,Reviewed pricing.,
ACT-KC1D8YNML0,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,call,2024-08-26T22:35:03,Discovery Call,Reviewed pricing.,CAM-WXR5FF
ACT-GGM19ZUOHD,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,email,2024-04-06T09:23:30,Security Review,Shared SOC2.,
ACT-LIE2MK5L3U,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,note,2023-08-04T10:39:55,Follow-up,Discussed ROI.,
ACT-0NR4NA4NBD,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,email,2025-03-11T22:56:22,Discovery Call,Legal concerns.,
ACT-WHBA5L7XCB,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,email,2024-07-14T09:47:38,Pricing,Aligned pilot scope.,
ACT-ZJ2UC0ZBPZ,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,email,2025-05-31T01:05:41,Procurement,Reviewed pricing.,
ACT-J8VIJFND6H,ACC-33JJF1YS,CON-YOJ4GN75,OPP-ODITHRFX,email,2024-08-22T00:03:31,Executive Sync,Discussed ROI.,
ACT-0246LHUKA8,ACC-B1EW1CMG,CON-4KSJCFJ6,OPP-14H7176Q,email,2024-10-27T01:59:31,Discovery Call,Exec sponsor requested summary.,
ACT-YU0RHNRS8V,ACC-B1EW1CMG,CON-4KSJCFJ6,OPP-14H7176Q,email,2024-12-15T23:39:38,Pricing,Discussed ROI.,
ACT-RWVFA81Z1P,ACC-B1EW1CMG,CON-4KSJCFJ6,OPP-14H7176Q,meeting,2025-04-09T16:17:27,Demo,Discussed ROI.,
ACT-C2MU0D4U11,ACC-B1EW1CMG,CON-4KSJCFJ6,OPP-14H7176Q,meeting,2025-02-09T08:13:40,Follow-up,Exec sponsor requested summary.,
ACT-SNIJA31OPY,ACC-B1EW1CMG,CON-4KSJCFJ6,OPP-14H7176Q,call,2024-11-10T20:40:43,Demo,Discussed ROI.,CAM-03QWYJ
ACT-NZH4WF40KH,ACC-B1EW1CMG,CON-4KSJCFJ6,OPP-14H7176Q,call,2024-11-27T19:55:07,Security Review,Legal concerns.,
